id,Distance,Start_coordinates,End_coordinates
8203095.0,741.5,"[52.068806, 4.528376]","[52.074196, 4.534702]"
1807793.0,1519.4,"[52.079447493389964, 4.510546581212734]","[52.08800380109751, 4.511168566929353]"
20640166.0,464.2,"[52.068881, 4.502825]","[52.065295, 4.500257]"
6749984.0,484.3,"[52.065415, 4.500192]","[52.068873, 4.503032]"
6343488.0,972.4,"[52.078962, 4.498455]","[52.086871, 4.500031]"
18654182.0,465.5,"[52.072107, 4.528596]","[52.074814, 4.533021]"
12705180.0,270.7,"[52.066763, 4.559176]","[52.064519, 4.55934]"
4474368.0,1741.5,"[52.077801, 4.585661]","[52.078489, 4.560291]"
7185890.0,1967.9,"[52.078064, 4.558921]","[52.077786, 4.58734]"
11316286.0,1984.8,"[52.069585, 4.564166]","[52.073617, 4.587166]"
12510555.0,1479.0,"[52.078492, 4.565053]","[52.077785, 4.586644]"
6956509.0,871.3,"[52.079303, 4.564358]","[52.087113, 4.565106]"
8994861.0,322.9,"[52.069462, 4.554115]","[52.069575, 4.558816]"
17735164.0,827.9,"[52.086782, 4.565055]","[52.079356, 4.564374]"
10211483.0,1571.8,"[52.077915, 4.587656]","[52.078501, 4.564815]"
11969756.0,937.3,"[52.066725, 4.547026]","[52.073531, 4.544295]"
10870115.0,1050.0,"[52.063057, 4.591729]","[52.06533, 4.606622]"
7082833.0,1271.2,"[52.077189, 4.607579]","[52.076546, 4.626115]"
18362531.0,405.1,"[52.072843, 4.601374]","[52.072671, 4.607274]"
6243574.0,1252.7,"[52.065869, 4.607251]","[52.07711, 4.60671]"
7452913.0,297.5,"[52.082522, 4.588625]","[52.079861, 4.588233]"
11376161.0,1131.1,"[52.072706, 4.606722]","[52.073208, 4.590268]"
7452836.0,836.8,"[52.086291, 4.589181]","[52.078808, 4.58806]"
4474360.0,2268.2,"[52.07662, 4.62523]","[52.077566, 4.592212]"
18989065.0,1411.5,"[52.067909, 4.629272]","[52.066026, 4.610129]"
4752429.0,2298.8,"[52.077561, 4.591789]","[52.076594, 4.62532]"
20443222.0,420.9,"[52.074624, 4.65397]","[52.07428, 4.659982]"
16016462.0,675.9,"[52.075298, 4.646181]","[52.075883, 4.636336]"
12485241.0,366.2,"[52.075006, 4.648318]","[52.074664, 4.653586]"
11039570.0,603.2,"[52.075818, 4.637607]","[52.075199, 4.646322]"
5414802.0,467.4,"[52.068776, 4.637612]","[52.072939, 4.637095]"
5591677.0,233.0,"[52.074307, 4.665103]","[52.07422, 4.661674]"
5373474.0,239.5,"[52.074295, 4.663248]","[52.074304, 4.659853]"
18946519.0,1250.1,"[52.085502, 4.662444]","[52.074348, 4.660718]"
5051237.0,1037.6,"[52.064282, 4.658694]","[52.073046, 4.659513]"
7198810.0,817.5,"[52.082593, 4.63354]","[52.082467, 4.645473]"
21334862.0,561.7,"[52.07405, 4.697235]","[52.076548, 4.704349]"
6409687.0,812.3,"[52.077759, 4.706685]","[52.081856, 4.716494]"
7198814.0,514.4,"[52.075117, 4.687758]","[52.073537, 4.694888]"
4670592.0,633.0,"[52.07331, 4.696033]","[52.07515, 4.6873]"
20099046.0,1276.0,"[52.085052, 4.681522]","[52.073952, 4.677935]"
17829846.0,991.3,"[52.083986, 4.699795]","[52.075271, 4.696866]"
12110079.0,658.8,"[52.070208, 4.685574]","[52.068086, 4.694251]"
17757996.0,573.5,"[52.0682, 4.693354]","[52.070143, 4.68568]"
18946335.0,648.4,"[52.082546, 4.698793]","[52.084406, 4.689843]"
7357349.0,597.1,"[52.08268, 4.689635]","[52.077414, 4.687976]"
20052238.0,460.0,"[52.08045, 4.737395]","[52.08182, 4.743063]"
12547631.0,288.1,"[52.081041, 4.731373]","[52.080455, 4.735474]"
8077159.0,628.0,"[52.081742, 4.727197]","[52.080417, 4.735548]"
4683841.0,1423.7,"[52.079383, 4.735104]","[52.068811, 4.737847]"
9422671.0,437.3,"[52.084496, 4.758334]","[52.087473, 4.756744]"
3898722.0,1638.0,"[52.06860571168363, 4.739289991557598]","[52.08017977885902, 4.736230010166764]"
19059736.0,1639.0,"[52.076047, 4.759948]","[52.073692, 4.743808]"
14479299.0,373.6,"[52.080559, 4.749686]","[52.079515, 4.754827]"
19059769.0,1640.0,"[52.073587, 4.743877]","[52.07606, 4.759963]"
19917064.0,465.0,"[52.077227, 4.766568]","[52.078498, 4.760137]"
17469982.0,703.5,"[52.082409, 4.780587]","[52.084911, 4.789982]"
15734186.0,449.4,"[52.068667, 4.790894]","[52.069602, 4.784621]"
7061285.0,1681.5,"[52.085195, 4.790946]","[52.077958, 4.811379]"
2357888.0,795.0,"[52.06541979, 4.7781834]","[52.06469141, 4.78972255]"
3883688.0,2212.2,"[52.084608, 4.790392]","[52.065352, 4.792565]"
19042138.0,6726.9,"[52.084617, 4.786135]","[52.084617, 4.786126]"
6418370.0,172.1,"[52.066117, 4.807291]","[52.066537, 4.804881]"
6084079.0,436.8,"[52.069534, 4.785437]","[52.06852, 4.791526]"
8075238.0,1755.0,"[52.070416, 4.78305]","[52.081316, 4.7809]"
22144482.0,367.7,"[52.066578, 4.780231]","[52.069762, 4.781203]"
17850147.0,2105.7,"[52.067788, 4.826712]","[52.070523, 4.855618]"
17523797.0,918.4,"[52.080209, 4.82591]","[52.078785, 4.812951]"
7085095.0,3701.4,"[52.08691, 4.856174]","[52.077481, 4.812865]"
17523801.0,982.9,"[52.077565, 4.81251]","[52.074581, 4.825812]"
7027512.0,2792.7,"[52.07931, 4.826011]","[52.086938, 4.856617]"
9070578.0,1171.1,"[52.068796, 4.852481]","[52.063964, 4.83734]"
17910868.0,2229.6,"[52.070462, 4.856175]","[52.067763, 4.824909]"
8075248.0,803.0,"[52.074033, 4.826016]","[52.067183, 4.823333]"
21634976.0,622.2,"[52.069207, 4.844303]","[52.069155, 4.852986]"
7777236.0,1234.1,"[52.064053, 4.836731]","[52.064971, 4.823148]"
15796671.0,508.5,"[52.086569, 4.864788]","[52.087999, 4.871811]"
13969553.0,287.9,"[52.084287, 4.893615]","[52.085384, 4.897418]"
10027416.0,555.4,"[52.088004, 4.871307]","[52.086366, 4.863716]"
16363601.0,1002.2,"[52.070129, 4.901855]","[52.063804, 4.898182]"
19606456.0,528.3,"[52.086205, 4.861714]","[52.084007, 4.86913]"
15226184.0,382.2,"[52.079775, 4.897065]","[52.076734, 4.89964]"
17503934.0,509.8,"[52.074293, 4.881453]","[52.070523, 4.877256]"
12450861.0,696.7,"[52.082324, 4.877301]","[52.08452, 4.886558]"
14416959.0,775.2,"[52.068868, 4.875255]","[52.063224, 4.868695]"
8416548.0,832.9,"[52.062933, 4.868403]","[52.069011, 4.875454]"
20709555.0,907.2,"[52.093298, 4.26475]","[52.099742, 4.272367]"
3454228.0,520.9,"[52.09171210415661, 4.265586566179991]","[52.09560105577111, 4.269520863890648]"
7884062.0,586.1,"[52.096424, 4.269968]","[52.092123, 4.26549]"
9682042.0,350.3,"[52.105777, 4.26911]","[52.103369, 4.265847]"
2565276.0,475.9,"[52.1017252933234, 4.270966909825802]","[52.103180810809135, 4.265298144891858]"
7534530.0,1558.4,"[52.098146, 4.258731]","[52.098153, 4.25875]"
7534565.0,1227.0,"[52.100424, 4.261887]","[52.100427, 4.261871]"
17937553.0,821.9,"[52.098022, 4.266945]","[52.097233, 4.268508]"
16187716.0,1056.2,"[52.095696, 4.261807]","[52.095696, 4.261777]"
5833813.0,4240.7,"[52.096245, 4.252691]","[52.104178, 4.261653]"
3527848.0,689.9,"[52.110957, 4.304146]","[52.116985, 4.306423]"
2322948.0,731.3,"[52.106618865570226, 4.314312724069149]","[52.1100626027743, 4.305208067301459]"
1249388.0,864.3,"[52.10252321, 4.30108016]","[52.11006308, 4.3039264]"
7696761.0,519.6,"[52.113194, 4.292901]","[52.114275, 4.285595]"
3626305.0,564.2,"[52.1171157, 4.3041603]","[52.1152219, 4.296502]"
4074503.0,826.3,"[52.095911, 4.287275]","[52.098437, 4.298486]"
3527834.0,392.1,"[52.094802, 4.301232]","[52.098156, 4.300096]"
7816991.0,233.1,"[52.089783, 4.283422]","[52.091791, 4.283908]"
8936857.0,236.3,"[52.100066, 4.311734]","[52.101778, 4.313776]"
3554249.0,913.7,"[52.105328841134906, 4.277303628623486]","[52.112079625949264, 4.282646253705025]"
8330491.0,826.8,"[52.099876, 4.34834]","[52.104966, 4.357107]"
4949278.0,945.2,"[52.105085, 4.357164]","[52.09942, 4.346916]"
10170489.0,509.7,"[52.09853, 4.34491]","[52.09594, 4.33877]"
5675872.0,603.2,"[52.095714, 4.327188]","[52.100132, 4.322085]"
5218334.0,148.4,"[52.113329, 4.346428]","[52.112402, 4.345016]"
1273620.0,262.5,"[52.108891, 4.333638]","[52.109211, 4.330295]"
6852144.0,275.8,"[52.111136, 4.342818]","[52.112947, 4.345414]"
3948466.0,292.0,"[52.113183, 4.346047]","[52.111362, 4.343179]"
14218000.0,1663.4,"[52.096416, 4.338191]","[52.105174, 4.357327]"
6908528.0,725.4,"[52.100597, 4.321102]","[52.095356, 4.327231]"
12026662.0,548.3,"[52.103869, 4.400806]","[52.107001, 4.406965]"
15775287.0,334.3,"[52.093764, 4.373437]","[52.092499, 4.3748]"
17943743.0,301.6,"[52.106672, 4.406477]","[52.108555, 4.406472]"
4226087.0,1781.7,"[52.103775, 4.400598]","[52.094572, 4.379744]"
18243863.0,512.1,"[52.092646, 4.375379]","[52.094848, 4.372576]"
18573925.0,3231.7,"[52.107303, 4.407524]","[52.090192, 4.370156]"
2107287.0,1198.1,"[52.10116687, 4.36357713]","[52.09271439, 4.3738581]"
1734052.0,1247.9,"[52.092489, 4.3749137]","[52.0991526, 4.3894339]"
10498174.0,454.0,"[52.09701, 4.366906]","[52.093641, 4.370508]"
15309316.0,599.6,"[52.116955, 4.378082]","[52.112592, 4.383446]"
9365918.0,244.1,"[52.100975, 4.427366]","[52.102306, 4.430196]"
1499950.0,178.2,"[52.10088551044464, 4.441276788711548]","[52.099522948265076, 4.4426339864730835]"
7553693.0,625.7,"[52.114495, 4.420398]","[52.111711, 4.428308]"
7553205.0,373.5,"[52.099163, 4.443072]","[52.096293, 4.445904]"
5414651.0,346.0,"[52.097923, 4.444336]","[52.100552, 4.441644]"
4240987.0,1485.2,"[52.106339, 4.435707]","[52.095112, 4.447066]"
7551925.0,713.9,"[52.109416, 4.42979]","[52.105437, 4.436686]"
2174113.0,1266.3,"[52.09528359118849, 4.446887969970703]","[52.10485702380538, 4.436964634805918]"
15775024.0,336.4,"[52.110711, 4.409976]","[52.112913, 4.413314]"
1928917.0,1797.4,"[52.09204385988414, 4.411395555362105]","[52.1026180498302, 4.430978698655963]"
20622393.0,1332.9,"[52.102849, 4.483823]","[52.092759, 4.473777]"
20622381.0,393.3,"[52.09636, 4.476266]","[52.09312, 4.474031]"
5638206.0,1385.9,"[52.09898, 4.496241]","[52.093086, 4.478542]"
15587655.0,747.8,"[52.097526, 4.477193]","[52.102862, 4.483803]"
8537528.0,679.2,"[52.107269, 4.490182]","[52.112245, 4.494848]"
5547938.0,231.2,"[52.096659, 4.476722]","[52.094716, 4.475534]"
5226169.0,673.5,"[52.109408, 4.479118]","[52.104215, 4.484175]"
5320576.0,697.9,"[52.095886, 4.454591]","[52.095692, 4.464791]"
3815403.0,990.4,"[52.110258573666215, 4.478183314204216]","[52.11633293889463, 4.4887604378163815]"
12245089.0,351.0,"[52.116651, 4.496462]","[52.113584, 4.495627]"
4430274.0,629.6,"[52.093886, 4.504108]","[52.099044, 4.500211]"
5611645.0,263.7,"[52.102372, 4.501827]","[52.100295, 4.500174]"
9994573.0,732.0,"[52.096739, 4.536952]","[52.103306, 4.536861]"
10162365.0,1012.4,"[52.104657, 4.536845]","[52.095586, 4.537015]"
5235991.0,330.4,"[52.108095, 4.504089]","[52.111025, 4.503344]"
2111131.0,552.3,"[52.1161317, 4.5017643]","[52.1112651, 4.5032646]"
4428204.0,673.4,"[52.111235, 4.503302]","[52.117182, 4.501239]"
4295800.0,562.5,"[52.10408, 4.50425]","[52.103144, 4.512333]"
10855489.0,643.2,"[52.103132, 4.512581]","[52.104249, 4.503397]"
1272267.0,581.3,"[52.09943003486842, 4.4998289085924625]","[52.09474735893309, 4.503588192164898]"
11788383.0,1678.2,"[52.115478, 4.585041]","[52.115979, 4.562558]"
5286036.0,574.8,"[52.101492, 4.555662]","[52.096392, 4.556929]"
16370568.0,1228.8,"[52.096903, 4.575357]","[52.095067, 4.557967]"
8442225.0,941.5,"[52.095099, 4.557382]","[52.103449, 4.555222]"
7177077.0,1078.7,"[52.095145, 4.55857]","[52.096918, 4.57388]"
19206943.0,539.6,"[52.103619, 4.556497]","[52.107786, 4.559122]"
19206976.0,519.5,"[52.107752, 4.559051]","[52.103606, 4.556598]"
5286055.0,700.0,"[52.102819, 4.555337]","[52.096605, 4.556878]"
7048144.0,1208.5,"[52.115673, 4.582792]","[52.115721, 4.576433]"
9727707.0,25132.0,"[52.115684, 4.583887]","[52.115666, 4.584101]"
9916924.0,355.7,"[52.115001, 4.597981]","[52.114528, 4.603012]"
10446090.0,286.2,"[52.114589, 4.605789]","[52.114643, 4.601636]"
5632419.0,539.6,"[52.115156, 4.597289]","[52.11483, 4.589456]"
7662907.0,1241.0,"[52.109724, 4.588135]","[52.098696, 4.590974]"
7366382.0,1526.7,"[52.114843, 4.588154]","[52.114999, 4.609575]"
1526732.0,963.0,"[52.10674504749477, 4.6008937899023294]","[52.114476850256324, 4.604072961956263]"
18543456.0,1340.9,"[52.091048, 4.615611]","[52.096866, 4.626504]"
10336475.0,613.2,"[52.102664, 4.606367]","[52.106241, 4.60191]"
20053431.0,894.0,"[52.097203, 4.627712]","[52.10493, 4.624439]"
5139509.0,711.7,"[52.095432, 4.601942]","[52.101789, 4.602883]"
15235037.0,637.5,"[52.110387, 4.655942]","[52.114917, 4.661468]"
1228813.0,609.0,"[52.116443580016494, 4.675941914319992]","[52.1111401822418, 4.676114832982421]"
1681224.0,1085.1,"[52.098266584798694, 4.663230255246162]","[52.10796855390072, 4.668434578925371]"
13860285.0,802.7,"[52.105257, 4.641358]","[52.107588, 4.652413]"
6225569.0,999.8,"[52.089856, 4.645273]","[52.098438, 4.640717]"
8184322.0,325.6,"[52.111065, 4.671526]","[52.111183, 4.676031]"
11888231.0,1370.0,"[52.109312, 4.654967]","[52.10392, 4.638667]"
10839059.0,557.2,"[52.105695, 4.668013]","[52.110364, 4.670928]"
3881485.0,2058.4,"[52.116865357384086, 4.673100784420967]","[52.09938959218562, 4.663400910794735]"
11356508.0,591.2,"[52.11248, 4.65876]","[52.11681, 4.663785]"
1791908.0,1178.0,"[52.10434, 4.68741]","[52.11393, 4.69404]"
7198841.0,244.2,"[52.108054, 4.689143]","[52.110046, 4.690433]"
16085127.0,1585.7,"[52.099645, 4.710296]","[52.103642, 4.687535]"
6225717.0,713.2,"[52.109598, 4.714244]","[52.113133, 4.705655]"
4307997.0,1286.2,"[52.114345, 4.694767]","[52.104018, 4.687246]"
2128285.0,350.4,"[52.11284816265106, 4.692481756210327]","[52.110026478767395, 4.690346717834473]"
11040548.0,495.3,"[52.093335, 4.707656]","[52.094783, 4.714485]"
17810361.0,1000.7,"[52.117148, 4.689795]","[52.111136, 4.691]"
17810400.0,1033.5,"[52.101145, 4.702523]","[52.096633, 4.714906]"
16085176.0,898.0,"[52.103688, 4.718921]","[52.099807, 4.710605]"
17700423.0,1036.4,"[52.106263, 4.73143]","[52.098067, 4.738425]"
19888747.0,952.3,"[52.098042, 4.738489]","[52.105484, 4.731811]"
10232321.0,731.0,"[52.09783, 4.739115]","[52.100949, 4.748439]"
18083299.0,697.3,"[52.09676, 4.738606]","[52.090523, 4.739498]"
7040133.0,487.0,"[52.100333, 4.746446]","[52.09826, 4.740252]"
8047646.0,292.9,"[52.100906, 4.748108]","[52.099647, 4.744385]"
5714784.0,1845.3,"[52.090584, 4.739566]","[52.105968, 4.731602]"
1256336.0,1270.2,"[52.102899849414825, 4.7537696454674006]","[52.09782795980573, 4.738708287477493]"
13248575.0,26284.7,"[52.106717, 4.731397]","[52.097953, 4.73927]"
17624421.0,20523.1,"[52.089647, 4.750869]","[52.089847, 4.750934]"
8633260.0,735.1,"[52.107876, 4.826408]","[52.112847, 4.833476]"
5633219.0,943.1,"[52.114379, 4.835589]","[52.108008, 4.826502]"
5218009.0,1172.3,"[52.124946, 4.305679]","[52.131801, 4.317863]"
16297480.0,339.0,"[52.120976, 4.305688]","[52.117975, 4.305635]"
1256906.0,247.8,"[52.13093798607588, 4.314369997009635]","[52.131749941036105, 4.317720998078585]"
1547778.0,1731.0,"[52.130730617791414, 4.31384889408946]","[52.11752191185951, 4.305589869618416]"
10839488.0,1883.7,"[52.127376, 4.300955]","[52.140465, 4.318321]"
22196603.0,491.8,"[52.129599, 4.311378]","[52.131649, 4.31765]"
6827185.0,93.0,"[52.121966, 4.294453]","[52.12132, 4.295316]"
6071312.0,23067.0,"[52.11778, 4.286523]","[52.120596, 4.288789]"
7103142.0,18.1,"[52.125845, 4.301099]","[52.125733, 4.301287]"
4512217.0,322.2,"[52.119374, 4.290565]","[52.118777, 4.29325]"
1215443.0,628.0,"[52.13196066208184, 4.319472061470151]","[52.13388606905937, 4.328008443117142]"
11747763.0,845.6,"[52.142912, 4.342853]","[52.138428, 4.333663]"
19048431.0,629.0,"[52.133658, 4.328738]","[52.129467, 4.332852]"
7388576.0,457.7,"[52.140743, 4.339514]","[52.13873, 4.33424]"
1256607.0,385.1,"[52.12835, 4.358834]","[52.130463, 4.354313]"
2686449.0,2109.3,"[52.13068636137418, 4.352184579913131]","[52.13340021624242, 4.328907635063013]"
3813556.0,1017.0,"[52.12319, 4.340544]","[52.12867, 4.350404]"
2603650.0,2138.3,"[52.13337690649121, 4.328905582429104]","[52.13067922304746, 4.352650986870167]"
10810609.0,1599.9,"[52.124325, 4.340719]","[52.129357, 4.332857]"
7063848.0,2517.3,"[52.129049, 4.331106]","[52.130217, 4.351465]"
3785565.0,837.4,"[52.12214034050703, 4.39045119099319]","[52.11767228320241, 4.380927085876465]"
1795274.0,2847.7,"[52.137585, 4.406152]","[52.118535, 4.378534]"
4045585.0,872.0,"[52.129498, 4.372665]","[52.123632, 4.364272]"
6950245.0,481.5,"[52.127526, 4.369906]","[52.130747, 4.374516]"
4045580.0,1292.2,"[52.142121, 4.387758]","[52.132645, 4.376982]"
20377222.0,501.8,"[52.118284, 4.371553]","[52.121585, 4.366754]"
8537500.0,237.5,"[52.12008, 4.369293]","[52.121529, 4.366831]"
8478144.0,817.7,"[52.117534, 4.377887]","[52.118005, 4.36781]"
3871126.0,549.3,"[52.135880291461945, 4.38140275888145]","[52.14001525193453, 4.38576084561646]"
6524071.0,1328.6,"[52.132153, 4.376398]","[52.14184, 4.387577]"
5639193.0,1337.8,"[52.12888, 4.430743]","[52.135799, 4.414795]"
11739744.0,494.0,"[52.133145, 4.420889]","[52.135733, 4.415056]"
17855837.0,857.8,"[52.138391, 4.451]","[52.132457, 4.443086]"
4678222.0,1318.0,"[52.1357, 4.415]","[52.128933, 4.430777]"
6971361.0,684.6,"[52.133649, 4.444388]","[52.138289, 4.450823]"
2132641.0,1002.3,"[52.1314694, 4.4247493]","[52.1367185, 4.4129592]"
10223686.0,507.1,"[52.131123, 4.44319]","[52.127747, 4.438608]"
18275654.0,482.1,"[52.12785, 4.437559]","[52.13071, 4.442013]"
10341902.0,881.7,"[52.131386, 4.447895]","[52.127715, 4.438997]"
13362031.0,312.8,"[52.123159, 4.443449]","[52.124882, 4.446924]"
6934413.0,1143.4,"[52.133945, 4.473487]","[52.139925, 4.486264]"
2256218.0,380.7,"[52.13249500840902, 4.4921665918082]","[52.12961104698479, 4.495266722515225]"
6840935.0,623.4,"[52.124946, 4.465611]","[52.122364, 4.457856]"
5462158.0,966.0,"[52.133991, 4.471379]","[52.126765, 4.46418]"
5718605.0,334.4,"[52.138125, 4.482202]","[52.13989, 4.486164]"
7772235.0,605.7,"[52.122485, 4.458051]","[52.12499, 4.465569]"
1423038.0,1235.2,"[52.13862727, 4.48873999]","[52.12942133, 4.49549979]"
11828212.0,449.7,"[52.127341, 4.495775]","[52.130937, 4.493726]"
1337151.0,1792.5,"[52.14379754387973, 4.497115435082928]","[52.13550218385843, 4.475341094661947]"
20425206.0,963.8,"[52.118345, 4.491177]","[52.126592, 4.494694]"
9863780.0,280.1,"[52.120017, 4.530815]","[52.119064, 4.5346]"
6311283.0,842.4,"[52.141252, 4.520681]","[52.136615, 4.530264]"
4915708.0,1228.5,"[52.127132, 4.503955]","[52.131505, 4.520462]"
5623476.0,208.8,"[52.13268, 4.530464]","[52.133478, 4.52775]"
9941037.0,809.2,"[52.136934, 4.530194]","[52.141315, 4.520906]"
7359067.0,487.1,"[52.119079, 4.534581]","[52.120759, 4.528015]"
7767673.0,1033.0,"[52.144283, 4.500616]","[52.139883, 4.513866]"
4404935.0,1249.6,"[52.118484, 4.504856]","[52.119803, 4.522991]"
4774500.0,332.2,"[52.120938, 4.49819]","[52.118356, 4.500516]"
5866694.0,442.6,"[52.119498, 4.518456]","[52.119954, 4.524906]"
15228832.0,593.2,"[52.124025, 4.563067]","[52.11876, 4.562105]"
14474690.0,528.6,"[52.119007, 4.562217]","[52.12372, 4.56311]"
4616135.0,902.8,"[52.126662, 4.550248]","[52.124133, 4.562787]"
9799979.0,360.2,"[52.127843, 4.576117]","[52.127741, 4.581367]"
5063255.0,1871.6,"[52.1327, 4.556518]","[52.127766, 4.581885]"
8058686.0,226.3,"[52.120408, 4.584953]","[52.122301, 4.584376]"
16275693.0,543.6,"[52.121691, 4.546923]","[52.126386, 4.549111]"
9247340.0,312.8,"[52.11834, 4.544876]","[52.121015, 4.546255]"
5756512.0,490.9,"[52.11997, 4.584935]","[52.124291, 4.583561]"
5658149.0,284.4,"[52.124431, 4.583405]","[52.121929, 4.584286]"
7366388.0,1186.0,"[52.117523, 4.61231]","[52.120657, 4.628391]"
7366307.0,353.9,"[52.118892, 4.623886]","[52.120584, 4.628248]"
3607091.0,299.7,"[52.11975368, 4.62650551]","[52.12034494, 4.62956387]"
13870533.0,684.7,"[52.139605, 4.630618]","[52.136342, 4.632274]"
5338554.0,368.4,"[52.130468, 4.600192]","[52.129611, 4.605469]"
16048706.0,682.7,"[52.136196, 4.632352]","[52.139786, 4.630622]"
20767659.0,862.0,"[52.142141, 4.617904]","[52.139376, 4.628767]"
5639358.0,1966.0,"[52.133466, 4.625194]","[52.130575, 4.599177]"
16003995.0,732.3,"[52.131575, 4.626981]","[52.125471, 4.628206]"
9500452.0,406.7,"[52.123626, 4.626717]","[52.121061, 4.630915]"
5799464.0,378.6,"[52.117836, 4.668377]","[52.117403, 4.673793]"
10341586.0,565.9,"[52.117486, 4.673364]","[52.118894, 4.67605]"
7081708.0,300.5,"[52.142991, 4.647497]","[52.141787, 4.643754]"
10770200.0,263.9,"[52.141858, 4.643924]","[52.142994, 4.647176]"
5214782.0,275.1,"[52.144284, 4.657752]","[52.141848, 4.657076]"
4706225.0,1630.1,"[52.124859, 4.658455]","[52.117381, 4.673953]"
1920329.0,274.1,"[52.1391718, 4.6568824]","[52.1416118, 4.657271]"
4696500.0,1479.0,"[52.118555, 4.634045]","[52.118572, 4.634043]"
16003933.0,809.5,"[52.130767, 4.64261]","[52.128697, 4.653753]"
18443097.0,733.1,"[52.130199, 4.676605]","[52.136441, 4.673359]"
18893035.0,644.6,"[52.129134, 4.685453]","[52.134037, 4.69015]"
15952960.0,984.9,"[52.141857, 4.703661]","[52.136047, 4.693282]"
6434546.0,931.9,"[52.136207, 4.693427]","[52.14165, 4.703262]"
6830567.0,1155.2,"[52.131464, 4.687729]","[52.122679, 4.678753]"
3599853.0,672.1,"[52.1420891515239, 4.7005221980108045]","[52.13762677672847, 4.693893807847329]"
11883273.0,229.8,"[52.143932, 4.703151]","[52.142636, 4.702654]"
5499946.0,1312.3,"[52.118687, 4.691846]","[52.128965, 4.701254]"
3085709.0,747.4,"[52.137053, 4.693134]","[52.142067, 4.700402]"
15128070.0,1995.9,"[52.131979, 4.708313]","[52.118061, 4.691242]"
4329891.0,2499.8,"[52.134058, 4.715078]","[52.118156, 4.691396]"
4149308.0,356.6,"[52.139357, 4.735308]","[52.138276, 4.730637]"
10185469.0,167.2,"[52.139225, 4.726771]","[52.14031, 4.728455]"
4151754.0,1161.3,"[52.142054, 4.746294]","[52.138254, 4.730699]"
11449159.0,2167.3,"[52.12813, 4.75801]","[52.137918, 4.731005]"
4007087.0,2163.9,"[52.138126, 4.730748]","[52.128255, 4.757537]"
3873880.0,2524.8,"[52.129074, 4.759088]","[52.139572, 4.729632]"
18340336.0,10929.4,"[52.120266, 4.753325]","[52.120498, 4.753234]"
18575740.0,1305.0,"[52.132882, 4.745127]","[52.138407, 4.732013]"
18575832.0,2134.1,"[52.138663, 4.731803]","[52.136178, 4.735484]"
18575715.0,1195.9,"[52.137649, 4.732759]","[52.132836, 4.745354]"
9025180.0,1952.1,"[52.119703, 4.788415]","[52.128766, 4.808355]"
4673744.0,541.8,"[52.135757, 4.808889]","[52.132083, 4.810653]"
20682554.0,1965.2,"[52.118944, 4.831251]","[52.124458, 4.849693]"
20674794.0,2009.1,"[52.124316, 4.849781]","[52.118779, 4.831026]"
16371600.0,1266.2,"[52.138741, 4.873546]","[52.139151, 4.892026]"
5691271.0,1202.7,"[52.139166, 4.891869]","[52.138765, 4.874318]"
20705788.0,834.2,"[52.138782, 4.87426]","[52.139018, 4.886476]"
12533969.0,1571.5,"[52.13863, 4.89315]","[52.139537, 4.872738]"
6950259.0,344.3,"[52.162147, 4.361034]","[52.164987, 4.362545]"
16468501.0,610.1,"[52.160743, 4.362643]","[52.165189, 4.362481]"
2257822.0,402.4,"[52.15767330605019, 4.357430865450998]","[52.16022360500775, 4.361464972141116]"
1605686.0,1064.7,"[52.15147230774164, 4.353566290810704]","[52.159660337492824, 4.360286314040422]"
14935709.0,535.2,"[52.160712, 4.362544]","[52.157316, 4.357234]"
14995235.0,409.7,"[52.156842, 4.35713]","[52.159679, 4.360477]"
7401103.0,1023.1,"[52.161447, 4.349454]","[52.161255, 4.360752]"
20540859.0,13419.9,"[52.160389, 4.36204]","[52.160428, 4.362045]"
6074755.0,82.2,"[52.170289, 4.358221]","[52.170978, 4.357829]"
8663736.0,522.6,"[52.160243, 4.35428]","[52.161542, 4.360311]"
944171.0,528.4,"[52.1553220320493, 4.383416511118412]","[52.15924467891455, 4.379209382459521]"
11646744.0,376.8,"[52.158107, 4.380543]","[52.155215, 4.383408]"
5956827.0,791.3,"[52.166396, 4.401773]","[52.161051, 4.394273]"
4458810.0,855.6,"[52.154195, 4.385957]","[52.160261, 4.393031]"
4998508.0,956.0,"[52.160717, 4.393561]","[52.15418, 4.385283]"
10070692.0,681.2,"[52.148999, 4.390418]","[52.153855, 4.384667]"
3554912.0,1030.4,"[52.16043016679952, 4.3654490371357095]","[52.15894283479538, 4.37954037237932]"
4798617.0,977.2,"[52.160398, 4.36909]","[52.157519, 4.381273]"
5248086.0,777.0,"[52.159966, 4.394707]","[52.154059, 4.400741]"
4982375.0,877.3,"[52.154111, 4.400602]","[52.160654, 4.393591]"
13057341.0,493.5,"[52.148072, 4.424831]","[52.145471, 4.418988]"
14370183.0,395.7,"[52.150618, 4.43027]","[52.148545, 4.42558]"
13057146.0,747.2,"[52.152147, 4.434075]","[52.148255, 4.425173]"
2133445.0,351.0,"[52.16865, 4.44335]","[52.165533, 4.444533]"
3313936.0,2369.3,"[52.159826550632715, 4.445792371407151]","[52.14609917253256, 4.420438539236784]"
7518559.0,181.3,"[52.168544, 4.446669]","[52.167404, 4.448284]"
13097189.0,213.4,"[52.155147, 4.418471]","[52.156596, 4.420455]"
