id,Distance,Start_coordinates,End_coordinates
2146408.0,412.5,"[51.86311877146436, 4.158034850000895]","[51.86015796101493, 4.154428145372635]"
3169471.0,478.0,"[51.8597696722, 4.1535509471]","[51.8630526122, 4.1579614207]"
7020996.0,988.3,"[51.844063, 4.168533]","[51.852328, 4.163302]"
5269673.0,831.3,"[51.863851, 4.181646]","[51.86602, 4.17043]"
10449800.0,778.6,"[51.86487, 4.175959]","[51.867521, 4.166012]"
7698929.0,923.6,"[51.848894, 4.179713]","[51.843925, 4.16957]"
9661402.0,845.7,"[51.859469, 4.146379]","[51.862877, 4.157014]"
2117053.0,790.5,"[51.86758047440263, 4.16590285487861]","[51.864844872664534, 4.176052333790973]"
18837534.0,1007.9,"[51.850353, 4.15887]","[51.845474, 4.146553]"
6750004.0,1772.4,"[51.848418, 4.139145]","[51.85975, 4.15336]"
10212675.0,2269.4,"[51.866233, 4.22254]","[51.854626, 4.195573]"
12510879.0,543.1,"[51.84958, 4.219653]","[51.844861, 4.221577]"
8072907.0,2276.2,"[51.867406, 4.218008]","[51.860344, 4.188907]"
2531498.0,2136.4,"[51.854099901393056, 4.196263700723648]","[51.86502839438617, 4.221802102401853]"
10618596.0,852.5,"[51.844065, 4.200703]","[51.851596, 4.202425]"
16706300.0,3512.0,"[51.849492, 4.183788]","[51.867522, 4.224795]"
8072951.0,2297.0,"[51.860285, 4.188705]","[51.867397, 4.218175]"
15648969.0,866.8,"[51.856564, 4.223105]","[51.863098, 4.21887]"
13947088.0,903.2,"[51.863445, 4.218756]","[51.856608, 4.223112]"
17299616.0,737.9,"[51.843058, 4.223]","[51.849349, 4.219893]"
2215474.0,8711.7,"[51.8499684, 4.242655]","[51.8491444, 4.243861]"
16304490.0,398.7,"[51.860834, 4.236846]","[51.859983, 4.242141]"
17593527.0,417.6,"[51.853377, 4.241826]","[51.856868, 4.240844]"
8599118.0,403.1,"[51.864168, 4.260281]","[51.865833, 4.255076]"
2288601.0,3987.5,"[51.84904326684773, 4.244126379489899]","[51.8491037003696, 4.244115399196744]"
8013082.0,294.8,"[51.857764, 4.25653]","[51.858472, 4.260653]"
10410843.0,508.9,"[51.846044, 4.249445]","[51.849001, 4.244301]"
18386393.0,996.9,"[51.845649, 4.249667]","[51.851472, 4.244465]"
13679449.0,267.9,"[51.855339, 4.2478]","[51.85774, 4.247594]"
6935206.0,1895.4,"[51.848639, 4.269537]","[51.857124, 4.251835]"
11356849.0,577.9,"[51.862865, 4.298419]","[51.862908, 4.30682]"
17536366.0,410.0,"[51.864705, 4.284247]","[51.864282, 4.290067]"
16305595.0,1166.5,"[51.862966, 4.307072]","[51.863052, 4.290156]"
10121034.0,260.5,"[51.850477, 4.31097]","[51.851154, 4.314567]"
16308099.0,495.5,"[51.862803, 4.307194]","[51.862769, 4.306819]"
21068467.0,777.0,"[51.86396, 4.295712]","[51.864253, 4.306872]"
19005422.0,716.0,"[51.864042, 4.293378]","[51.864057, 4.303685]"
19178522.0,372.0,"[51.864025, 4.302635]","[51.864168, 4.308177]"
16840709.0,1547.3,"[51.864607, 4.286442]","[51.864062, 4.308863]"
5293837.0,1017.5,"[51.858595, 4.293622]","[51.853606, 4.304945]"
2015513.0,382.8,"[51.86112, 4.34429833]","[51.85941, 4.33953833]"
7542244.0,777.1,"[51.858927, 4.3384]","[51.854941, 4.329172]"
10141314.0,308.4,"[51.858348, 4.34649]","[51.860788, 4.344689]"
17159193.0,566.1,"[51.86306, 4.352063]","[51.861126, 4.344497]"
14562872.0,755.0,"[51.850988, 4.3457]","[51.846463, 4.353562]"
2016071.0,1032.0,"[51.85062, 4.35609]","[51.85785166666667, 4.347076666666666]"
5145650.0,1393.5,"[51.852358, 4.343661]","[51.844226, 4.358841]"
5206517.0,687.0,"[51.853006, 4.352055]","[51.858208, 4.346739]"
10179528.0,472.6,"[51.862287, 4.327272]","[51.862106, 4.333917]"
7729069.0,1292.6,"[51.844435, 4.358338]","[51.851891, 4.344441]"
7527871.0,1483.2,"[51.845377, 4.385487]","[51.845309, 4.405132]"
4600590.0,150.0,"[51.862067, 4.382179]","[51.862515, 4.380117]"
10660928.0,628.9,"[51.862064, 4.388812]","[51.862318, 4.379861]"
12006848.0,444.1,"[51.862775, 4.374385]","[51.86456, 4.368759]"
1957699.0,1679.2,"[51.84532958082855, 4.405255811288953]","[51.844530114904046, 4.3823049031198025]"
7887417.0,2255.6,"[51.845632, 4.376193]","[51.846306, 4.405088]"
9325043.0,785.0,"[51.865611, 4.364256]","[51.862763, 4.374435]"
12006821.0,806.6,"[51.858479, 4.407641]","[51.860138, 4.396275]"
4387963.0,542.9,"[51.864682, 4.368299]","[51.862567, 4.375242]"
9947871.0,988.6,"[51.852227, 4.382934]","[51.849354, 4.396233]"
20714744.0,2031.3,"[51.849804, 4.450558]","[51.850337, 4.422717]"
3818476.0,597.4,"[51.84309286996722, 4.449981730431318]","[51.84836206957698, 4.451292157173157]"
3779247.0,783.5,"[51.8492207955569, 4.451080346480012]","[51.842360207811, 4.449449311941862]"
9585169.0,473.0,"[51.864859, 4.432686]","[51.867679, 4.437801]"
20714777.0,385.7,"[51.864685, 4.411751]","[51.867046, 4.410372]"
20714764.0,770.5,"[51.859174, 4.417937]","[51.864655, 4.411855]"
18543585.0,1173.8,"[51.855785, 4.434616]","[51.859369, 4.445837]"
7367539.0,1363.1,"[51.858128, 4.410735]","[51.860976, 4.429881]"
13378725.0,2071.9,"[51.866997, 4.410671]","[51.862568, 4.429892]"
20943499.0,1470.8,"[51.845879, 4.41526]","[51.845854, 4.415321]"
16213756.0,450.8,"[51.861097, 4.482744]","[51.862127, 4.489006]"
5288689.0,190.9,"[51.846524, 4.474367]","[51.846475, 4.477124]"
7560697.0,542.4,"[51.86061, 4.464722]","[51.865238, 4.463704]"
7383399.0,451.4,"[51.861317, 4.458214]","[51.860985, 4.464349]"
7574976.0,609.1,"[51.850525, 4.478265]","[51.847633, 4.485505]"
7574950.0,663.7,"[51.84727, 4.486074]","[51.85064, 4.478303]"
7470026.0,310.5,"[51.864905, 4.463772]","[51.862352, 4.465032]"
15465381.0,890.7,"[51.859812, 4.471728]","[51.860727, 4.459212]"
3517208.0,373.7,"[51.868133, 4.4966]","[51.864816, 4.497433]"
5234021.0,755.0,"[51.852952, 4.468466]","[51.855754, 4.460514]"
15911419.0,471.5,"[51.862771, 4.528975]","[51.866893, 4.529158]"
13964494.0,405.1,"[51.844196, 4.509565]","[51.843903, 4.515484]"
9866800.0,541.2,"[51.854254, 4.518244]","[51.858706, 4.519555]"
7889223.0,1066.5,"[51.843706, 4.520249]","[51.841531, 4.53524]"
3608859.0,574.1,"[51.848631, 4.520392]","[51.852898, 4.518069]"
8482618.0,429.1,"[51.852637, 4.527518]","[51.848773, 4.527171]"
10171118.0,370.8,"[51.861365, 4.521588]","[51.858838, 4.518977]"
10464728.0,459.6,"[51.843056, 4.527835]","[51.847145, 4.528433]"
5486830.0,462.9,"[51.842386, 4.498221]","[51.842935, 4.504892]"
7572060.0,504.2,"[51.862744, 4.503743]","[51.867244, 4.503038]"
20056607.0,401.4,"[51.845463, 4.567831]","[51.842498, 4.56377]"
13245563.0,1216.6,"[51.865116, 4.558648]","[51.856928, 4.569599]"
6710396.0,418.1,"[51.846094, 4.573745]","[51.843045, 4.571026]"
6710219.0,369.2,"[51.848069, 4.558651]","[51.850662, 4.561887]"
6906713.0,476.4,"[51.842691, 4.570823]","[51.846086, 4.574073]"
6676813.0,1313.3,"[51.840557, 4.560685]","[51.850323, 4.56761]"
10169166.0,1006.6,"[51.848928, 4.560285]","[51.843251, 4.570671]"
4634117.0,1166.4,"[51.85305, 4.545326]","[51.853013, 4.545416]"
5836853.0,1358.9,"[51.856185, 4.570689]","[51.865562, 4.557984]"
4825596.0,1004.5,"[51.863488, 4.58738]","[51.854653, 4.586159]"
7923713.0,551.1,"[51.855598, 4.597139]","[51.851478, 4.601532]"
6804520.0,1473.8,"[51.855948, 4.623302]","[51.85561, 4.602031]"
7923736.0,552.1,"[51.851484, 4.601487]","[51.855594, 4.597143]"
4492039.0,1928.8,"[51.852052, 4.603531]","[51.855916, 4.623408]"
1944743.0,169.5,"[51.863879566568876, 4.62925279880308]","[51.86428868493019, 4.631325940699924]"
8267477.0,119.2,"[51.86681, 4.630572]","[51.867519, 4.629993]"
1930687.0,278.9,"[51.8465811, 4.6031887]","[51.8478207, 4.6066471]"
1718694.0,1127.1,"[51.84331230819225, 4.630590034648776]","[51.84330048970878, 4.630619371309876]"
4066528.0,1744.4,"[51.854697, 4.625909]","[51.852042, 4.603879]"
15716799.0,711.8,"[51.849604, 4.619112]","[51.843377, 4.621011]"
777953.0,923.5,"[51.85537003686015, 4.66717138788346]","[51.856539493019206, 4.654827519834166]"
10187777.0,1340.3,"[51.855188, 4.647998]","[51.855495, 4.665921]"
6828043.0,485.0,"[51.855304, 4.645861]","[51.855888, 4.65267]"
8384716.0,312.4,"[51.855704, 4.640545]","[51.855408, 4.644997]"
18889641.0,491.9,"[51.856784, 4.660462]","[51.854742, 4.666214]"
2549917.0,956.6,"[51.84941743500531, 4.677360467612743]","[51.854954017326236, 4.667267818003893]"
5818755.0,662.4,"[51.842912, 4.657293]","[51.84886, 4.656842]"
13279240.0,489.9,"[51.860461, 4.675041]","[51.86264, 4.67031]"
7820229.0,424.5,"[51.863316, 4.66892]","[51.861886, 4.674224]"
2059109.0,814.2,"[51.86293833333333, 4.65399]","[51.85830166666667, 4.65981]"
7208245.0,1663.3,"[51.849461, 4.678505]","[51.841491, 4.697269]"
7721669.0,417.6,"[51.847675, 4.683695]","[51.849468, 4.678548]"
15935639.0,952.2,"[51.841363, 4.712488]","[51.842923, 4.699368]"
7567440.0,827.9,"[51.856635, 4.693228]","[51.85866, 4.704393]"
2549922.0,1593.1,"[51.84183944016695, 4.6971985045820475]","[51.8495162576437, 4.678526138886809]"
8072600.0,412.4,"[51.842853, 4.719721]","[51.841441, 4.714175]"
8067129.0,358.1,"[51.844722, 4.680268]","[51.841964, 4.682153]"
5494138.0,1155.2,"[51.845124, 4.695564]","[51.855389, 4.693061]"
6994075.0,3056.5,"[51.866688, 4.67807]","[51.859471, 4.703268]"
2014953.0,430.4,"[51.840765, 4.681956666666666]","[51.844368333333335, 4.680875]"
10200004.0,660.5,"[51.858837, 4.729223]","[51.853074, 4.731148]"
4858253.0,982.4,"[51.85195, 4.732227]","[51.860383, 4.72889]"
7485358.0,147.9,"[51.861629, 4.729832]","[51.860442, 4.729006]"
15664778.0,685.2,"[51.854252, 4.730761]","[51.860295, 4.728972]"
7975438.0,2345.1,"[51.853044, 4.735146]","[51.856395, 4.767388]"
13586426.0,701.9,"[51.856138, 4.74717]","[51.862432, 4.747814]"
7314652.0,1066.9,"[51.865102, 4.748118]","[51.855567, 4.747233]"
1265274.0,1929.7,"[51.85557, 4.730095]","[51.856897, 4.753736]"
20444765.0,998.2,"[51.844588, 4.762628]","[51.844877, 4.762678]"
20444745.0,408.4,"[51.844662, 4.762423]","[51.844433, 4.759995]"
10182282.0,1109.1,"[51.845341, 4.771083]","[51.845319, 4.786341]"
10071038.0,1328.7,"[51.856608, 4.769634]","[51.857971, 4.787906]"
6792027.0,967.6,"[51.845655, 4.76795]","[51.854349, 4.768072]"
7975358.0,1117.7,"[51.855554, 4.768495]","[51.845588, 4.767904]"
13487038.0,5642.0,"[51.861582, 4.790001]","[51.86178, 4.789339]"
1085112.0,9209.4,"[51.86153590679169, 4.790516495704651]","[51.861589550971985, 4.790248274803162]"
18531088.0,626.7,"[51.84807, 4.844058]","[51.842524, 4.845895]"
16815457.0,374.9,"[51.842073, 4.846137]","[51.841209, 4.841015]"
13056475.0,5862.9,"[51.848666, 4.84395]","[51.848608, 4.843924]"
2203836.0,5878.3,"[51.84345354326069, 4.856090052053332]","[51.84350132010877, 4.8561883717775345]"
15431112.0,1926.5,"[51.844311, 4.866609]","[51.852879, 4.884762]"
20394975.0,428.8,"[51.86102, 4.899985]","[51.864729, 4.898295]"
8107760.0,472.5,"[51.865161, 4.898198]","[51.860705, 4.900018]"
11580631.0,2114.3,"[51.853039, 4.888318]","[51.867065, 4.901447]"
15326151.0,309.8,"[51.850268, 4.890851]","[51.852334, 4.887885]"
12060703.0,965.2,"[51.867682, 4.872077]","[51.864031, 4.859366]"
9304825.0,1571.2,"[51.859873, 4.859123]","[51.846344, 4.864998]"
19429387.0,2911.2,"[51.863692, 4.857803]","[51.851597, 4.879501]"
10473086.0,658.1,"[51.846947, 4.895513]","[51.847424, 4.898636]"
18071514.0,4837.3,"[51.861301, 4.875234]","[51.86127, 4.87517]"
3838951.0,2481.0,"[51.845724, 4.924252]","[51.867762, 4.919525]"
17442670.0,1418.2,"[51.848789, 4.941988]","[51.845679, 4.924457]"
7882857.0,2022.1,"[51.8439, 4.917103]","[51.860884, 4.906808]"
10408805.0,1194.7,"[51.862238, 4.905527]","[51.852248, 4.911777]"
7486641.0,1174.9,"[51.8682, 4.919191]","[51.867245, 4.904568]"
9590464.0,420.2,"[51.866341, 4.904237]","[51.862794, 4.906326]"
10927340.0,1363.6,"[51.853011, 4.923026]","[51.84086, 4.924741]"
20237004.0,699.0,"[51.842655, 4.93426]","[51.846653, 4.93472]"
16907296.0,552.9,"[51.843784, 4.92969]","[51.846757, 4.934777]"
8895799.0,702.0,"[51.846753, 4.934721]","[51.842553, 4.933898]"
9522440.0,1891.6,"[51.848381, 4.980261]","[51.863923, 4.989655]"
13199028.0,1617.9,"[51.864765, 4.984759]","[51.85192, 4.974309]"
8667065.0,643.0,"[51.851494, 4.990765]","[51.851778, 4.98173]"
7480502.0,1351.6,"[51.861312, 4.964639]","[51.850179, 4.957412]"
4858919.0,839.6,"[51.865786, 4.953432]","[51.862035, 4.963888]"
4660151.0,487.5,"[51.849501, 4.966243]","[51.84517, 4.965471]"
1651583.0,532.5,"[51.8439617, 4.9652869]","[51.8487098, 4.9659584]"
8126015.0,1687.8,"[51.851392, 4.974167]","[51.864778, 4.984967]"
19798634.0,2386.2,"[51.858057, 4.981571]","[51.858072, 4.981484]"
2200907.0,1134.8,"[51.859547, 4.980317]","[51.859636, 4.980444]"
18245192.0,630.0,"[51.859093, 4.993968]","[51.863152, 4.996988]"
12375625.0,176.0,"[51.84573, 5.004008]","[51.844196, 5.003587]"
8126150.0,2351.9,"[51.862532, 4.99781]","[51.86022, 5.026919]"
18245237.0,1281.2,"[51.86797, 4.998293]","[51.859116, 4.993876]"
13018429.0,689.6,"[51.868142, 4.999188]","[51.862809, 4.997762]"
8667056.0,1453.0,"[51.863022, 4.996066]","[51.851801, 4.992681]"
12035096.0,1060.9,"[51.847868, 5.007207]","[51.847638, 5.022381]"
18096334.0,403.6,"[51.846216, 5.004073]","[51.845973, 4.999828]"
8242105.0,913.6,"[51.856279, 5.023623]","[51.848086, 5.023266]"
13561039.0,1267.7,"[51.851361, 5.023057]","[51.8507, 5.006178]"
7738870.0,310.6,"[51.863161, 5.06259]","[51.86067, 5.064356]"
16378672.0,10348.7,"[51.85899, 5.052976]","[51.857402, 5.056244]"
19716818.0,449.7,"[51.866991, 5.071174]","[51.863198, 5.07343]"
17194211.0,483.5,"[51.856521, 5.054988]","[51.858139, 5.060461]"
16053043.0,1065.7,"[51.845541, 5.045795]","[51.854527, 5.046876]"
7384912.0,2239.0,"[51.86296, 5.073567]","[51.843166, 5.07821]"
14674730.0,1068.6,"[51.853008, 5.055803]","[51.848804, 5.047232]"
7919041.0,2228.2,"[51.843128, 5.078201]","[51.862832, 5.073654]"
16053062.0,1051.4,"[51.854447, 5.046986]","[51.845523, 5.045651]"
16394824.0,747.9,"[51.85225, 5.048933]","[51.84633, 5.048559]"
6698494.0,1781.1,"[51.874273, 4.042697]","[51.887237, 4.028641]"
6687163.0,7986.3,"[51.874175, 4.042827]","[51.874302, 4.042352]"
11388498.0,38398.3,"[51.874765, 4.042798]","[51.874851, 4.042632]"
6677201.0,38317.2,"[51.874479, 4.042541]","[51.874565, 4.042402]"
6687138.0,15292.8,"[51.874023, 4.042629]","[51.874163, 4.042858]"
6687157.0,15282.9,"[51.8743, 4.042827]","[51.874297, 4.042707]"
18120513.0,714.9,"[51.895438, 4.070353]","[51.89092, 4.064871]"
18186848.0,1396.1,"[51.871755, 4.059952]","[51.877024, 4.051714]"
10210616.0,2270.1,"[51.89599, 4.07723]","[51.87949, 4.059423]"
21481202.0,1018.0,"[51.88762, 4.059409]","[51.87849, 4.059432]"
17265990.0,706.5,"[51.881711, 4.088959]","[51.887046, 4.08346]"
8589310.0,965.9,"[51.872633, 4.090412]","[51.870147, 4.077343]"
18255397.0,1263.7,"[51.880037, 4.054012]","[51.883428, 4.060593]"
9693365.0,1371.0,"[51.8827, 4.07268]","[51.894777, 4.075793]"
16262915.0,711.9,"[51.879936, 4.085407]","[51.884346, 4.08643]"
5004269.0,523.2,"[51.875064, 4.0574]","[51.871075, 4.059671]"
13132052.0,2520.9,"[51.886936, 4.134052]","[51.888474, 4.098987]"
14407203.0,1232.1,"[51.869806, 4.116997]","[51.879594, 4.108659]"
9269065.0,2187.0,"[51.886931, 4.102954]","[51.869739, 4.117033]"
8084624.0,1709.7,"[51.880779, 4.133402]","[51.879825, 4.108794]"
10262701.0,1694.7,"[51.894036, 4.114139]","[51.889714, 4.137763]"
8358250.0,2010.7,"[51.868267, 4.114782]","[51.880755, 4.133906]"
18591307.0,552.0,"[51.87879, 4.104243]","[51.880288, 4.111718]"
18753972.0,575.4,"[51.892173, 4.122354]","[51.887107, 4.120427]"
9823155.0,2691.2,"[51.874411, 4.095906]","[51.880749, 4.131675]"
18753997.0,706.7,"[51.886556, 4.122613]","[51.880895, 4.124629]"
9078276.0,1157.0,"[51.868313, 4.165753]","[51.876227, 4.176005]"
12464113.0,958.8,"[51.889954, 4.178893]","[51.881747, 4.179156]"
12458893.0,1443.6,"[51.881638, 4.163593]","[51.893105, 4.17201]"
16508920.0,844.2,"[51.887161, 4.163407]","[51.880127, 4.160632]"
19452051.0,1138.4,"[51.89336, 4.145215]","[51.885345, 4.146672]"
12463982.0,918.4,"[51.881621, 4.179217]","[51.88949, 4.178453]"
21720592.0,1456.1,"[51.878776, 4.169541]","[51.868874, 4.163534]"
8747419.0,926.7,"[51.895409, 4.168564]","[51.890442, 4.17907]"
6082727.0,254.8,"[51.886647, 4.173504]","[51.885713, 4.176883]"
9078222.0,931.5,"[51.885238, 4.146859]","[51.888065, 4.15913]"
11157953.0,679.6,"[51.890253, 4.21463]","[51.893942, 4.209877]"
9121314.0,226.1,"[51.881504, 4.223235]","[51.883159, 4.224815]"
9006544.0,1223.9,"[51.888536, 4.20064]","[51.882137, 4.215088]"
17183812.0,676.5,"[51.890468, 4.19598]","[51.892857, 4.187078]"
13586567.0,391.3,"[51.87667, 4.186162]","[51.874847, 4.190636]"
5478377.0,573.1,"[51.89283, 4.187288]","[51.890921, 4.194925]"
6843472.0,1723.1,"[51.879685, 4.220448]","[51.888424, 4.201092]"
6117074.0,1105.0,"[51.873666, 4.202983]","[51.883483, 4.205316]"
9100685.0,883.2,"[51.871466, 4.211624]","[51.876031, 4.220849]"
1726553.0,394.0,"[51.874887105077505, 4.190900037065148]","[51.87662249431014, 4.186217822134495]"
11199690.0,1096.3,"[51.8708, 4.230902]","[51.88028, 4.228618]"
12009134.0,711.9,"[51.87696, 4.232735]","[51.882973, 4.229409]"
10524217.0,644.2,"[51.885594, 4.25937]","[51.891135, 4.261726]"
9271966.0,1235.7,"[51.894697, 4.263199]","[51.884092, 4.259733]"
8449786.0,1347.1,"[51.88736, 4.234635]","[51.883728, 4.253177]"
17776791.0,432.2,"[51.882719, 4.25815]","[51.88387, 4.252149]"
15222496.0,1938.8,"[51.88296, 4.256757]","[51.889981, 4.233058]"
11795156.0,268.2,"[51.893995, 4.260413]","[51.895998, 4.258376]"
15830199.0,1422.2,"[51.874796, 4.240596]","[51.868594, 4.258376]"
8449802.0,1332.6,"[51.883897, 4.253079]","[51.88741, 4.234617]"
9424850.0,184.0,"[51.869442, 4.30417]","[51.869574, 4.306838]"
18405074.0,428.3,"[51.868821, 4.28881]","[51.869062, 4.294978]"
13035456.0,1556.2,"[51.868827, 4.28074]","[51.869348, 4.303036]"
4041663.0,241.2,"[51.869843, 4.311186]","[51.86963, 4.307706]"
10588276.0,1889.8,"[51.869529, 4.30722]","[51.868926, 4.280221]"
18405099.0,427.0,"[51.869087, 4.294879]","[51.868818, 4.288697]"
4590635.0,377.7,"[51.869807, 4.311809]","[51.869137, 4.307084]"
11571417.0,394.3,"[51.894988, 4.28701]","[51.891727, 4.288997]"
11577906.0,411.1,"[51.891974, 4.28865]","[51.895451, 4.286754]"
21566914.0,1430.8,"[51.871252, 4.325501]","[51.873021, 4.336287]"
20339114.0,749.3,"[51.872987, 4.33614]","[51.871253, 4.32987]"
12579471.0,1382.5,"[51.869519, 4.341381]","[51.873935, 4.357203]"
10225806.0,1384.5,"[51.873897, 4.357392]","[51.869687, 4.34143]"
5300576.0,413.8,"[51.872279, 4.344907]","[51.869431, 4.341363]"
4917129.0,1576.0,"[51.885679, 4.318512]","[51.87209, 4.324674]"
15191958.0,335.5,"[51.876884, 4.35767]","[51.877376, 4.362396]"
5293859.0,681.8,"[51.87469, 4.342346]","[51.872321, 4.333285]"
5133091.0,493.1,"[51.873247, 4.337085]","[51.871706, 4.330396]"
13870647.0,1994.9,"[51.893684, 4.349329]","[51.877404, 4.357575]"
7902318.0,306.8,"[51.89402, 4.376801]","[51.895412, 4.374988]"
7663451.0,183.8,"[51.877527, 4.378433]","[51.877621, 4.381088]"
13031572.0,761.4,"[51.877129, 4.36671]","[51.877519, 4.377774]"
3633904.0,456.7,"[51.881676, 4.381055]","[51.877644, 4.380983]"
1726747.0,217.8,"[51.877273333333335, 4.370383333333334]","[51.877175, 4.367218333333334]"
7094263.0,184.9,"[51.877954, 4.391881]","[51.877838, 4.389206]"
1363149.0,324.2,"[51.88049912452698, 4.389483332633972]","[51.877811551094055, 4.389306306838989]"
6945816.0,1048.8,"[51.877431, 4.374738]","[51.877937, 4.389849]"
16236102.0,641.7,"[51.882568, 4.386464]","[51.877822, 4.389101]"
5501329.0,191.4,"[51.891175, 4.382279]","[51.892695, 4.381368]"
14883361.0,451.6,"[51.871471, 4.42866]","[51.875329, 4.43091]"
15431968.0,308.4,"[51.874499, 4.411999]","[51.871815, 4.411747]"
18971208.0,320.9,"[51.874071, 4.43026]","[51.871438, 4.428478]"
6524115.0,532.2,"[51.872424, 4.42379]","[51.872949, 4.429619]"
9713282.0,227.9,"[51.87176, 4.411596]","[51.873741, 4.412058]"
7166526.0,846.1,"[51.878648, 4.434903]","[51.878768, 4.446599]"
6179956.0,923.0,"[51.878077, 4.452656]","[51.879536, 4.439437]"
12259160.0,1079.6,"[51.887287, 4.425794]","[51.878674, 4.43294]"
8148762.0,1154.1,"[51.879538, 4.432081]","[51.888735, 4.42474]"
5087517.0,1542.9,"[51.87259, 4.452622]","[51.872456, 4.430498]"
4262465.0,1612.0,"[51.891864, 4.461203]","[51.878216, 4.453567]"
14796690.0,726.3,"[51.878593, 4.45376]","[51.884781, 4.457117]"
15862393.0,1169.6,"[51.869112, 4.477225]","[51.86914, 4.494158]"
19128131.0,461.5,"[51.893328, 4.475136]","[51.89553, 4.469638]"
15862363.0,776.2,"[51.869062, 4.465371]","[51.869118, 4.476524]"
8061687.0,749.6,"[51.869077, 4.476371]","[51.868995, 4.46549]"
3747264.0,1112.4,"[51.869093, 4.493787]","[51.869095, 4.477634]"
18684222.0,661.6,"[51.872206, 4.457029]","[51.869861, 4.465159]"
21281128.0,420.8,"[51.884609, 4.492061]","[51.880608, 4.491717]"
14822170.0,975.3,"[51.888586, 4.459008]","[51.880447, 4.454713]"
13501991.0,1018.6,"[51.883073, 4.521515]","[51.891778, 4.519968]"
17421967.0,878.0,"[51.869226, 4.515458]","[51.868917, 4.528183]"
18891714.0,394.6,"[51.883877, 4.538277]","[51.886559, 4.534652]"
3709830.0,1711.5,"[51.869013, 4.503903]","[51.868879, 4.528629]"
8787468.0,787.6,"[51.874924, 4.541461]","[51.881378, 4.537374]"
6969143.0,979.1,"[51.871694, 4.529922]","[51.879609, 4.530947]"
8965989.0,260.3,"[51.871481, 4.535832]","[51.873127, 4.538344]"
18035757.0,328.5,"[51.879852, 4.531149]","[51.881234, 4.535468]"
18710494.0,537.5,"[51.890472, 4.515429]","[51.892159, 4.522686]"
14967297.0,501.5,"[51.879207, 4.509312]","[51.882392, 4.514228]"
14937373.0,735.5,"[51.88935, 4.561223]","[51.894541, 4.555132]"
8530719.0,3511.3,"[51.871298, 4.567991]","[51.895852, 4.547521]"
7543455.0,716.5,"[51.893212, 4.557838]","[51.887438, 4.561969]"
8371420.0,1788.9,"[51.885886, 4.562639]","[51.895921, 4.546813]"
21227656.0,532.8,"[51.869102, 4.560833]","[51.87095, 4.56794]"
14917645.0,358.7,"[51.871156, 4.54741]","[51.872835, 4.54328]"
7544914.0,348.5,"[51.886313, 4.568562]","[51.88524, 4.564036]"
5836843.0,497.7,"[51.872613, 4.557788]","[51.875294, 4.563587]"
18219644.0,1134.5,"[51.885787, 4.580988]","[51.876894, 4.579648]"
2272194.0,3602.0,"[51.895755, 4.54723]","[51.87112, 4.56814]"
16557322.0,790.7,"[51.889667, 4.606092]","[51.886653, 4.615635]"
5189005.0,253.2,"[51.889081, 4.601675]","[51.889548, 4.60521]"
2504506.0,634.9,"[51.88518221, 4.63094334]","[51.88070698, 4.62817915]"
5881753.0,500.7,"[51.881219, 4.615195]","[51.884568, 4.61597]"
2272240.0,1011.9,"[51.8842098077981, 4.616666382466983]","[51.87623753418027, 4.6233570174437775]"
6763175.0,1011.1,"[51.876221, 4.623446]","[51.88417, 4.616732]"
13285071.0,70.6,"[51.89063, 4.627732]","[51.888193, 4.628315]"
1930679.0,84.2,"[51.8727214, 4.6188912]","[51.8724981, 4.6200532]"
1787579.0,331.6,"[51.87116947956383, 4.626816250383854]","[51.86867343261838, 4.629299892112613]"
2152340.0,770.8,"[51.88115450558428, 4.594276444990741]","[51.886722729589685, 4.600533870984428]"
21063640.0,1874.6,"[51.895815, 4.641027]","[51.891856, 4.663614]"
4627144.0,1204.9,"[51.88951, 4.638152]","[51.888001, 4.655337]"
9045977.0,2864.2,"[51.89277, 4.67498]","[51.895662, 4.638859]"
2179338.0,3197.9,"[51.89596664, 4.63490883]","[51.89292324, 4.67502857]"
7615687.0,1099.7,"[51.891865, 4.655055]","[51.895653, 4.641304]"
7560398.0,1873.7,"[51.887453, 4.663738]","[51.889617, 4.63707]"
7063368.0,3898.0,"[51.875725, 4.63402]","[51.887463, 4.663989]"
15444112.0,2061.6,"[51.87969, 4.644992]","[51.874816, 4.673339]"
5201234.0,3349.1,"[51.87462, 4.67565]","[51.888396, 4.637151]"
15030146.0,495.0,"[51.879876, 4.671347]","[51.876043, 4.675009]"
9020306.0,499.4,"[51.894898, 4.682479]","[51.895819, 4.689288]"
10794101.0,389.0,"[51.895354, 4.687963]","[51.894678, 4.682787]"
14906733.0,342.9,"[51.891075, 4.689921]","[51.888278, 4.691811]"
15030168.0,411.1,"[51.887117, 4.694391]","[51.88395, 4.69745]"
14750997.0,499.1,"[51.887816, 4.705597]","[51.886802, 4.69852]"
15030161.0,1279.5,"[51.882588, 4.697062]","[51.880924, 4.678624]"
14693687.0,325.3,"[51.887156, 4.701151]","[51.887826, 4.705749]"
21572777.0,443.4,"[51.889476, 4.680545]","[51.889478, 4.680549]"
10555718.0,525.6,"[51.895985, 4.689551]","[51.89474, 4.682848]"
11161182.0,1672.6,"[51.891289, 4.695577]","[51.891327, 4.695658]"
11371138.0,310.1,"[51.886316, 4.735639]","[51.884453, 4.737531]"
